Title,Artist,Year
I'm Alive,The Hooters,2007
I'm Alright,Kim Richey,1997
I'm Amazed,My Morning Jacket,2008
I'm Broke,Black Joe Lewis & The Honeybears,2009
I'm Coming Out,Diana Ross,1980
I'm Diggin' You (Like An Old Soul Record),Me'shell Ndegeocello,1993
I'm Doin' Fine Now,New York City,1973
I'm Down,The Beatles,1965
I'm Eighteen,Alice Cooper,1971
I'm Free,Soup Dragons,1990
I'm Free,The Rolling Stones,1965
I'm Free,The Who,1969
I'm From New Jersey,John Gorka,1991
I'm Getting Ready,Michael Kiwanuka,2011
I'm Going Home,Ten Years After,1968
I'm Gonna Be A Wheel Someday,Fats Domino,1985
I'm Gonna Make You Love Me,The Jayhawks,2000
I'm Gonna Make You Love Me,The Temptations,1974
I'm Gonna Soothe You,Maria McKee,1993
I'm Happy Just To Dance With You,The Beatles,1964
I'm In Love With My Car,Queen,1975
I'm In The Mood,John Lee Hooker,1984
I'm Just A Singer (in A Rock And Roll Band),The Moody Blues,1972
I'm Looking Through You,The Beatles,1965
I'm Losing You,John Lennon,1980
I'm Lucky,Joan Armatrading,1981
I'm Not In Love,10cc,1975
I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,2007
I'm Not The Man I Used To Be,Fine Young Cannibals,1988
I'm Not The Only One,Sam Smith,2014
I'm On Fire,Bruce Springsteen,1984
I'm On Fire,Dwight Twilley Band,1976
I'm Only Sleeping,The Beatles,1966
I'm Ready,Muddy Waters,1958
I'm Shakin',Little Willie John,1993
I'm Shakin',The Blasters,1982
I'm So Glad,Cream,1966
I'm So Lonesome I Could Cry,Hank Williams,1949
I'm So Tired,The Beatles,1968
I'm Still In Love With You,Al Green,1984
I'm The Man,Joe Jackson,1979
I'm The Man Who Murdered Love,XTC,2000
I'm Throwing My Arms Around Paris,Morrissey,2009
I'm Tore Down,Eric Clapton,1994
I'm Tore Down,Freddie King,1961
I'm Waiting For The Man,The Velvet Underground & Nico,1967
I'm Walkin',Fats Domino,1957
I'm Writing a Novel,Father John Misty,2012
I'm Your Boogie Man,KC & The Sunshine Band,1976
I'm Your Captain,Grand Funk Railroad,1970
I'm Your Man,Leonard Cohen,1988
Imagine,John Lennon,1975
Imitation Of Life,R. E. M.,2001
Immigrant Song,Led Zeppelin,1970
Impossible Germany,Wilco,2007
In A Big Country,Big Country,1983
In-a-gadda-da-vida,Iron Butterfly,1970
In A Little While,U2,2000
In Between Days,The Cure,1985
In Bloom,Nirvana,1991
In Dreams,Roy Orbison,1987
In France They Kiss On Main Street,Joni Mitchell,1975
In Memory Of Elizabeth Reed,The Allman Brothers,1971
In My Life,The Beatles,1965
In My Place,Coldplay,2002
In My Room,The Beach Boys,1963
In Sleep,Lissie,2010
In The Air Tonight,Phil Collins,1981
In The Evening,Led Zeppelin,1979
In The Gallery,Dire Straits,1978
In The Land Of Grey And Pink,Caravan,1971
In The Midnight Hour,Wilson Pickett,1965
In The Rain,The Dramatics,1972
In The Shape Of A Heart,Jackson Browne,1986
In The Summertime,Mungo Jerry,1986
In The Sun,Joseph Arthur,2000
In The Sun,She & Him,2010
In The Aeroplane Over The Sea,Neutral Milk Hotel,1998
In The Wee Small Hours Of The Morning,Frank Sinatra,1955
In The Year 2525 (Exordium & Terminus),Zager & Evans,1969
In These Shoes?,Kirsty MacColl,2000
In This House That I Call Home,X,1981
In Time,Sly & The Family Stone,1973
In Your Eyes,Peter Gabriel,1986
Incense And Peppermints,Strawberry Alarm Clock,1967
Indoor Fireworks,Elvis Costello,1986
Industrial Disease,Dire Straits,1982
Inner City Blues,Marvin Gaye,1971
Innocent When You Dream (Bar Room),Tom Waits,1987
Inspiration Information,Shuggie Otis,1974
Instant Karma!,John Lennon,1970
Interstate Love Song,Stone Temple Pilots,1994
Interstellar Overdrive,Pink Floyd,1967
Into The Fire,Bruce Springsteen,2002
Into The Fire,Sarah McLachlan,1991
Into The Great Wide Open,Tom Petty,1991
Into The Groove,Madonna,1984
Into The Mystic,Van Morrison,1970
Into You Like A Train,Psychedelic Furs,1981
Into Your Arms,The Lemonheads,1992
Invisible Sun,The Police,1981
"Irish Blood, English Heart",Morrissey,2004
Iron Lion Zion,Bob Marley & The Wailers,1992
Iron Man,Black Sabbath,1970
Ironic,Alanis Morissette,1995
Is It A Star,Hall & Oates,1974
Is It Any Wonder,Keane,2006
Is It Like Today?,World Party,1993
Is She Really Going Out With Him,Joe Jackson,1978
Is There A Ghost,Band Of Horses,2007
Is This Love,Bob Marley & The Wailers,1978
Is You Is Or Is You Ain't My Baby,Dinah Washington,1987
Is Your Love Big Enough?,Lianne La Havas,2012
Is Your Love In Vain?,Bob Dylan,1978
Isis,Bob Dylan,1976
Isn't It A Pity,George Harrison,1970
Isn't She Lovely,Stevie Wonder,1976
Israelites,Desmond Dekker,1969
Istanbul (Not Constantinople),They Might Be Giants,1990
It Ain't Easy,David Bowie,1972
It Ain't Me Babe,Bob Dylan,1977
It Ain't Me Babe,Johnny Cash & June Carter Cash,1965
It Ain't No Use,The Meters,1974
It Ain't Over Til It's Over,Lenny Kravitz,1991
It Came Out Of The Sky,Creedence Clearwater Revival,1969
It Don't Come Easy,Ringo Starr,1971
It Hurt So Bad,Susan Tedeschi,1998
It Hurts Me Too,Elmore James,1957
It Keeps You Runnin',The Doobie Brothers,1976
It Makes No Difference,My Morning Jacket,2007
It Makes No Difference,The Band,1975
It Must Be Love,Rickie Lee Jones,1984
It Must Have Been The Roses,Jerry Garcia,1976
"It Takes A lot To Laugh, It Takes A Train To Cry",Bob Dylan,1965
It Was A Good Day,Ice Cube,1992
It Wouldn't Have Made Any Difference,Todd Rundgren,1972
Itchycoo Park,Small Faces,1967
It's A Big Old Goofy World,John Prine,1991
It's a Laugh,Hall & Oates,1978
It's A Long Way To The Top (If You Wanna Rock 'n' Roll),AC/DC,1975
It's A Mistake,Men At Work,1983
It's A Shame,The Spinners,1970
It's A Shame About Ray,The Lemonheads,1992
It's About Time,The Lemonheads,1993
It's All Been Done,Barenaked Ladies,1998
It's All Over Now,Rod Stewart,1970
"It's All Over Now, Baby Blue",Bob Dylan,1966
"It's All Over Now, Baby Blue",The Byrds,1969
It's All Too Much,The Beatles,1969
It's Alright,Big Head Todd & The Monsters,1993
It's Alright,Hound Dog Taylor And The Houserockers,1971
It's Alright,The Impressions,2000
It's Alright,Indigo Girls,1995
It's Alright Ma (I'm Only Bleeding),Bob Dylan,1965
It's Bad You Know,R. L. Burnside,1998
It's Hard To Be A Saint In The City,Bruce Springsteen,1973
It's Late,Queen,1977
It's Lonely At The Top,Randy Newman,2003
It's My Life,Talk Talk,1994
It's My Life,The Animals,1965
"It's My Life, Baby",Johnny Winter,1984
It's No Secret,Jefferson Airplane,1966
It's Not Unusual,Tom Jones,1965
It's Only Life,The Shins,2012
It's Only Natural,Crowded House,1991
It's Probably Me,Sting,1992
It's The End Of The World As We Know It (And I Feel Fine),R. E. M.,1987
It's Too Late,Carole King,1971
It's Tricky,Run-DMC,1986
It's Wonderful,The Rascals,1968
It's Your Thing,The Isley Brothers,1969
I've Been Everywhere,Johnny Cash,1996
I've Been Lonely For So Long,Frederick Knight,1973
I've Been Loving You (too Long),Otis Redding,1967
I've Been To Memphis,Lyle Lovett,1992
I've Been Waiting,Matthew Sweet,1991
I've Been Working,Van Morrison,1970
I've Got A Feeling,The Beatles,1970
I've Got Dreams To Remember,Otis Redding,1968
I've Got This Friend,The Civil Wars,2011
I've Got To Get A Message To You,Bee Gees,1988
I've Got You Under My Skin,Frank Sinatra,1974
I've Loved These Days,Billy Joel,1976
I've Just Seen A Face,The Beatles,1965
I've Never Found A Girl (Who Loves Me Like You Do),Al Green,1986
I've Seen All Good People,Yes,1988
Jack Of Speed,Steely Dan,2000
Jack Straw,Grateful Dead,1972
Jackie and Wilson,Hozier,2014
Jackie Blue,Ozark Mountain Daredevils,1974
Jackie Wilson Said (I'm In Heaven When You Smile),Van Morrison,1972
Jackson,Johnny Cash & June Carter Cash,1967
Jackson Cannery,Ben Folds Five,1995
Jacksonville,Sufjan Stevens,2005
Jagged,Old 97's,1999
Jail La La,Dum Dum Girls,2010
Jailhouse Rock,Elvis Presley,1957
Jamaica Say You Will,Jackson Browne,1972
Jambalaya (On The Bayou),Hank Williams,1952
Jamming,Bob Marley & The Wailers,1977
Jane,Barenaked Ladies,1994
Jane Says,Jane's Addiction,1987
Janie Runaway,Steely Dan,2000
Jealous Again,The Black Crowes,1990
Jealous Guy,John Lennon,1971
Jealousy,Natalie Merchant,1995
Jeannie Needs A Shooter,Warren Zevon,1980
Jeepster,T Rex,1971
Jennifer,Q-Burns Abstract Message,1998
Jennifer Juniper,Donovan,1968
Jenny & The Ess Dog,Stephen Malkmus,2001
Jenny's Got A Pony,Los Lobos,1990
Jeremy,Pearl Jam,1991
Jersey Girl,Bruce Springsteen,1984
Jersey Girl,Tom Waits,1980
Jessica,The Allman Brothers,1989
Jesus Just Left Chicago,ZZ Top,1973
"Jesus, Etc.",Wilco,2002
Jet,Paul McCartney & Wings,1973
Jig-saw Puzzle,The Rolling Stones,1968
Jim Dandy,Lavern Baker,1957
Jimi Thing,Dave Matthews Band,1994
Jimmy Jazz,The Clash,1979
Jimmy Mack,Martha & The Vandellas,1966
Jingo,Santana,1974
Jive Talkin',Bee Gees,1975
Joey,Concrete Blonde,1990
"John, I'm Only Dancing",David Bowie,1972
Johnny 99,Bruce Springsteen,1982
Johnny And Mary,Robert Palmer,1980
Johnny B. Goode,Chuck Berry,1972
Johnny Come Home,Fine Young Cannibals,1985
Johnny Hold Back,Charlie,1976
Johnny Strikes Up The Band,Warren Zevon,1978
Johnny Too Bad,The Slickers,1972
Join Me In L.A.,Warren Zevon,1976
Jokerman,Bob Dylan,1983
Joking,Indigo Girls,1992
Jolene,Bob Dylan,2009
Jolene,Dolly Parton,1974
Josie,Steely Dan,1977
Journey To The Center Of The Mind,The Amboy Dukes,1968
Joy,Lucinda Williams,1998
Joy to You Baby,Josh Ritter,2012
Joyful Girl,Soulive,2002
Joyful Sounds,The Word,2001
Judy In Disguise,John Fred and His Playboy Band,1967
Juke,Little Walter,1952
Juke Box Fury,Rickie Lee Jones,1984
Juke Box Music,The Kinks,1977
Julia,The Beatles,1968
Jump,Aztec Camera,1984
Jump,Van Halen,1983
Jump Into The Fire,Harry Nilsson,1989
Jumpin' Jack Flash,The Rolling Stones,1970
Jungle Boogie,Kool & The Gang,1991
Jungle Fever,Chakachas,1972
Jungle Love,The Time,1984
Jungleland,Bruce Springsteen,1975
Junior's Farm,Paul McCartney,1974
Just A Little Lovin',Dusty Springfield,1968
Just Ain't Gonna Work Out,Mayer Hawthorne,2008
Just Another Rider,Gregg Allman,2011
Just Breathe,Pearl Jam,2009
Just Can't Last,Natalie Merchant,2001
Just Don't Want To Be Lonely,The Main Ingredient,1974
Just Dropped In (to See What Condition My Condition Was In),Kenny Rogers,1967
Just Dropped In To See What Condition My Condition Was In,Sharon Jones And The Dap-Kings,2005
Just Kissed My Baby,The Meters,1974
Just Like A Woman,Bob Dylan,1966
Just Like Heaven,The Cure,1987
Just Like Honey,The Jesus And Mary Chain,1985
Just Like Me,Paul Revere & The Raiders,1966
Just Like Tom Thumb's Blues,Bob Dylan,1965
Just My Imagination (Running Away With Me),The Temptations,1980
Just One Look,Doris Troy,1963
Just One of the Guys,Jenny Lewis,2014
Just One Victory,Todd Rundgren,1973
Just To See You Smile,Chuck Prophet,2004
Just What I Needed,The Cars,1978
Just Your Fool,The Rolling Stones,2016
